id,organization,name,url,opens,deadline,amount,other_benefits,eligibility,area,flags,notes,last_verified
american-association-for-the-advancement-of-science-aaas,American Association for the Advancement of Science (AAAS),Science & Technology Policy Fellowship,https://www.aaas.org/programs/science-technology-policy-fellowships,"Aug 1, 2026","Nov 1, 2026",Funded — verify amount on website,Places PhD-level scientists in year-long federal or Congressional offices to inform US science and technology policy. Time commitment: 12.,PhD required; post-defense stage,AI and Tech Policy,,Flagship US science-policy fellowship; PhD required; 1-year federal/Congressional placement; post-defense target. Imported from personal research tracker; verify all details before applying.,2026-07-01
american-evaluation-association-aea-graduate-education-diversity-internship,American Evaluation Association (AEA),Graduate Education Diversity Internship (GEDI) Program,https://www.eval.org/gedi,"Mar 1, 2026","May 15, 2026",Funded — verify amount on website,Diversity-focused internship training graduate students in culturally responsive program evaluation methods.,Diversity-focused; 2 days/week,Data Analysis,,Diversity-focused; 2 days/week placement; $15K stipend. Imported from personal research tracker; verify all details before applying.,2026-07-01
american-educational-research-association-aera-aeransf-dissertation-grants,American Educational Research Association (AERA),AERA–NSF Dissertation Grants,https://www.aera.net/Professional-Opportunities-Funding/AERA-Funding-Opportunities/AERA-NSF-Grants-Program/Dissertation-Grants,"Mar 1, 2026","May 20, 2026",Funded — verify amount on website,NSF-funded grants supporting doctoral dissertations using rigorous quantitative education-research methods.,Quantitative methods required,Education Research,,"Up to ~$27,500; quantitative methods required. Imported from personal research tracker; verify all details before applying.",2026-07-01
association-for-public-policy-analysis-and-management-appam,Association for Public Policy Analysis and Management (APPAM),Equity & Inclusion Student Fellowship,https://www.appam.org/about-appam/awards/eeifellowship/,"Mar 1, 2026","May 12, 2026",Funded — verify amount on website,Pre-conference seminar supporting diverse graduate students entering public-policy research and practice.,Broad eligibility,Public Policy and Government,,Broad eligibility (substantial obstacles). Imported from personal research tracker; verify all details before applying.,2026-07-01
berkman-klein-center-for-internet-society-berkman-klein,Berkman Klein Center for Internet & Society,Berkman Klein Affiliate Fellowship,https://cyber.harvard.edu/page/open-call-fellowship-applications-2026-and-2026-2027,"Sep 1, 2026","Dec 5, 2026",Funded — verify amount on website,"Year-long affiliate appointment for scholars and practitioners researching internet, technology, and society. Time commitment: 12.",Open to scholars and practitioners,AI and Tech Policy,,"Year-long affiliate appointment; open to scholars, practitioners, policy professionals; multiple cohorts. Imported from personal research tracker; verify all details before applying.",2026-07-01
center-for-ai-safety-cais-ai-and-society,Center for AI Safety (CAIS),AI and Society Fellowship,https://safe.ai/fellowship,Verify,"Mar 24, 2026",Funded — verify amount on website,Three-month in-person fellowship for scholars studying the societal and policy impacts of advanced AI. Time commitment: 3.,Econ/law/IR/poli-phil scholars; in-person SF,AI and Tech Policy,,"PASSED 2026 (deadline Mar 24). $25K, 3-mo IN-PERSON San Francisco (Jun 1-Aug 21). Econ/law/IR/poli-phil scholars. Reapply ~Mar 1. Imported from personal research tracker; verify all details before applying.",2026-07-01
coding-it-forward-coding-it-forward-summer-fellowship,Coding it Forward,Coding it Forward Summer Fellowship,https://codingitforward.com/fellowship,Verify,Verify,Funded — verify amount on website,Paid ten-week summer fellowship placing early-career technologists in US government offices. Time commitment: 3.,US citizen/national/PR only,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",Imported from personal research tracker; verify all details before applying.,2026-07-01
international-society-for-third-sector-research-istr-phd,International Society for Third-Sector Research (ISTR),PhD Seminar (next 2028 cycle),https://www.istr.org/page/PhDSeminar,"Feb 1, 2026","Oct 1, 2027",Funded — verify amount on website,Biennial seminar convening doctoral students in third-sector and nonprofit research internationally.,Biennial; international option,Nonprofit Governance,,Biennial; international option. Imported from personal research tracker; verify all details before applying.,2026-07-01
rand-corporation-graduate-student-summer-associate-program,RAND Corporation,Graduate Student Summer Associate Program,https://www.rand.org/jobs/summer-associates.html,"Oct 15, 2026","Dec 1, 2026",Funded — verify amount on website,Summer associate program giving graduate students hands-on RAND public-policy research experience.,Graduate students; US-based,Public Policy and Government,,Imported from personal research tracker; verify all details before applying.,2026-07-01
faith-and-politics-institute-john-robert-lewis-scholars,Faith and Politics Institute,John Robert Lewis Scholars & Fellows Program,https://faithandpolitics.org/apply-for-fellowship/,"Sep 7, 2026",Verify,Funded — verify amount on website,"Leadership fellowship developing emerging civic leaders through trips, education, and an oral-history project. Time commitment: 12.",US citizen/PR; 18+; current or recent (<24mo) student; full participation required,Public Policy and Government,"Open to undergraduate students, as well as graduate students/professionals, per source.","The John Robert Lewis Scholars & Fellows Program. Applications for Cohort 7 open September 2026. Program runs July 2026–July 2027 with a $2,000 stipend. Eligibility: US citizen or permanent resident; 18+; current undergraduate/graduate/seminary student or within 24 months of graduating; exceptional leadership potential; must participate in all trips, educational requirements, and the oral-history project. https://faithandpolitics.org/apply-for-fellowship/. Imported from personal research tracker; verify all details before applying.",2026-07-01
internet-society-foundation-research-grant-program,Internet Society Foundation,Research Grant Program,https://www.isocfoundation.org/grant-programme/research-grant-programme/,"Apr 7, 2027","May 22, 2027",Funded — verify amount on website,"Grants funding applied, openly-published research on Internet governance, access, trust, and the societal impacts of emerging technologies including AI. Time commitment: 12.",Individuals & institutions worldwide; applied/open research,AI and Tech Policy,,$200K-$500K per project; open globally to individuals and institutions; applied + openly-published research informing policy. 2026 window closed (Apr 7-May 22); watch for 2027 cycle ~April. Submit via Fluxx (register 24h early). https://www.isocfoundation.org/grant-programme/research-grant-programme/. Imported from personal research tracker; verify all details before applying.,2026-07-01
american-bar-foundation-abf-doctoral-fellowship-in-law,American Bar Foundation (ABF),Doctoral Fellowship in Law and Social Science,https://www.americanbarfoundation.org/program/the-abf-uchicago-doctoral-fellowship-program/,"Sep 1, 2026",Early 2027 (~Mar),Funded — verify amount on website,Year-long residential fellowship funding sociolegal research at the intersection of law and social science. Time commitment: 12.,Doctoral candidates; law/social science,Nonprofit Governance,"$30,000 + benefits. Year-long sociolegal research fellowship; has supported AI/tech policy work; strong methodological credential. Uchicago Only.",Imported from personal research tracker; verify all details before applying.,2026-07-01
association-for-research-on-nonprofit-organizations-and-voluntary,Association for Research on Nonprofit Organizations and Voluntary Action (ARNOVA),Graduate Diversity Scholars,https://web.cvent.com/event/9fe4ba38-a517-4fce-98f1-1cc08aa467ee/websitePage:02c54346-ecd0-42c8-a1f7-a7450ffca843?RefId=Home,Annual,Annual,Funded — verify amount on website,Scholarship supporting diverse doctoral students attending ARNOVA's nonprofit-research conference.,Diversity-focused; 8 participants,Nonprofit Governance,,Diversity-focused (specific named groups); 8 participants. Imported from personal research tracker; verify all details before applying.,2026-07-01
horizon-institute-for-public-service-horizon-fellowship-for,Horizon Institute for Public Service,Horizon Fellowship for Emerging Technology Policy,https://horizonpublicservice.org/programs/become-a-fellow/,July 2026,"Sep 2, 2026",Funded — verify amount on website,Two-year DC placement developing emerging leaders in technology and public policy. Time commitment: 24.,2-year DC placement,AI and Tech Policy,"Open to undergraduate students, as well as graduate students/professionals, per source.",2-year DC placement; $75K junior / $113K full fellow. Look to apply for 2027 cycle. Imported from personal research tracker; verify all details before applying.,2026-07-01
